file_id,contents,user_id,subforum_id,num_contexts,label
12848217_3,"I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .",575810,1346,0,1
30496402_1,"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",575397,1388,0,1
14677826_3,We can all put down our torches go home and suck some Jew d@cK JUST LIKE YOU !,572816,1371,0,1
30500254_15,Yet my daughter still wants to go outside and play with that thing .,575946,1362,0,1
30625900_1,I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?,573148,1346,0,1
13391410_1,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,579214,1345,1,1
14035723_1,Depending on which part of Scotland you 're going to I might have some bad news for you about the Kaffirs .,572058,1387,0,1
13563834_2,"The natural royality of the planet was not the posing apes , but the Overman .",580949,1347,1,1
13858341_1,"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",592767,1391,0,1
30461147_1,"When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .",572058,1359,0,1
14034808_1,"Yes, more homosexual degeneracy foisted upon the silent majority .",572357,1387,0,1
12860462_4,They all deserve an ass kicking .,572067,1346,0,1
13852694_3,Cowardly scum from the Irish countryside bigging up in army jackets .,573444,1391,0,1
13332658_1,Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,579513,1345,2,1
30560311_2,I 'm surprised they 're not holding the gun back to front .,578431,1359,0,1
13455369_4,"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",582378,1347,6,1
13862051_2,"They sound so naive , when will they learn that these people do not want to intergrate just accumulate .",592775,1391,0,1
14073043_1,This gay kill a young bulgarian man to protect some criminal brown gypsy from beating This is the true face of so-called `` anti-racist '' !,575124,1383,0,1
13285245_1,"May they just need to turn these savages loose , justice will take care of itself .",573347,1345,15,1
13059807_3,Are there any whites left in that craphole or have they all been killed ?,574041,1345,1,1
14670222_1,"Gay marriage has no place in any society , regardless of your race and culture.It destroys , morals , values , and the future of your offspring that will keep your race and culture alive.Regardless of your race and culture , homosexuality and gay marriage is the genocide of mankind .",614078,1371,0,1
13846782_1,it is down to the EU.we have no say anymore on any piece of scum coming into the country as long as they have an EU passport,591076,1391,0,1
14664558_2,If it continues England will become a cesspool of sh * * pardon my English,574356,1371,0,1
30679934_1,"the kind of perversion that leads to homosexuality also leads to pedophilia. why take the risk , and even if the homosexuals turned out not to be pedophiles why would anyone want a child to live with two perverts .",606437,1362,0,1
31765374_1,i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,750200,1363,0,1
12868841_1,"I do n't watch any movie that is made for blacks or has a black in the lead roll and I ca n't find humor in the black race with all of the crime they comit against the white man , to hell with them .",572496,1346,0,1
14037300_1,Hiya i 'm new here and sick of watching my country become infected with the disease of multiculturalism .,596600,1387,0,1
13473247_5,Soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .,583605,1346,0,1
13299159_1,"Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",579220,1345,2,1
13379594_3,Why should we try to civilize that which cannot be domesticated or civil ?,574041,1345,1,1
30837533_1,"A Kosher slaughter , blessed by every Rabbi under the sun .",572087,1346,0,1
30777933_2,Only they do and all their brainwash followers .,573685,1363,0,1
13855496_1,Watching those videos makes me feel like im going to explode with hatred for those creatures .,587508,1391,7,1
13843729_1,What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,579630,1391,0,1
13492599_1,Well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains .,577335,1395,1,1
30424025_1,Their aggressiveness is a massive reason for their ' success ' .,579858,1362,11,1
14031187_3,There are London areas that could be described as nothing less than little islamic republics .,572512,1387,0,1
13401479_1,Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking WHITES to feed them,581238,1345,3,1
14651426_3,The blood of hundreds of white women is on the hands of white liberals .,574041,1371,0,1
13862647_1,"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",591103,1391,1,1
33222250_2,"They must have trapped her somehow , and sent her thru the network to Israel .",572710,1346,2,1
13458115_1,I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,572266,1347,0,1
13456820_2,"Better yet , make her the poster child for Black Resettlement ! Spending her days digging for grub worm dinners would actually be good for her .",572059,1347,0,1
13477832_3,When ever I see these white children murdered by these sub humans it makes me so angry I could cry .,573347,1345,0,1
31402537_4,I would n't marry a asian even after cirurgy .,572176,1346,0,1
14034375_1,the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,595808,1387,0,1
14414465_3,http://www.abc25.com/Global/story.asp ? S = 5352185 Non whites commit far more crimes against whites each year but its never considered a hate crime and alot of them never spend any time in jail !,573600,1375,0,1
13379594_1,Powerful video that shows how primitive these beasts are .,574041,1345,1,1
14300900_3,"When the non-whites come we should stand together and send em packing , like they do to us .",579227,1380,0,1
30954922_1,"I wish you luck , is it any wonder Jew males lust for our White women ?",572228,1346,0,1
31769461_1,"Fags are a big problem , they are recruiting our kids , in the schools that we pay for .",589998,1363,0,1
13944391_2,Most if not all of the whites at my school are complete race traitors,581731,1388,0,1
14669208_2,The next generation of humanity should thank you for not having been infected with your flawed genetic structure .,572648,1371,1,1
30420875_3,It really pisses of the liberal leftist,572790,1388,0,1
31732793_2,When I see this stuff nowadays it makes me wa n't to punch the white people who fall for it .,577415,1363,0,1
13621261_6,"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .",579371,1393,0,1
30507680_3,"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",603922,1362,0,1
30451811_2,But what do you expect with a homosexual Muslim as the mayor ?,735451,1388,0,1
30654383_2,Egyptian TV Host : The Jews Are Using the Holocaust to Suck the Blood of the Germans - YouTube,572231,1354,0,1
13486963_2,"But you must know that caucasians is not like blacks , they just animals and subhumans .",572316,1395,0,1
13552491_3,"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",576755,1346,0,1
13470210_2,The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,572059,1346,0,1
31757189_1,There are many alternatives to adopting little mud babies.There is srrogate mothers and invitro fertilization are just two.If these are not financialy possile then wait till it is .,601571,1363,0,1
14411178_1,Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with subhuman Negroids who are by contrast very murderous .,575787,1375,0,1
30542077_3,Get over watching monkeys throw a ball around and get a real hobby for God 's sake .,573472,1348,0,1
30614050_4,I going to get homeschooled tired of looney lefty teachers and the negroes,572282,1362,0,1
14676826_1,"Here is your logic : some whites are corrupt whores for Jewish supremacists , therefore Whites should not oppose Jewish supremacist extermination of all Whites and JS efforts to control humanity 's future .",572070,1371,0,1
30392059_1,"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",572770,1362,0,1
13506182_1,Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,586372,1395,1,1
14669767_1,"oddly i would find it worst if she here black , since Negroes are the most inferior and scum bag humanoid race in our planet .",575660,1371,0,1
14032559_1,ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',595825,1387,4,1
30546860_1,When they sent n iggers to space the space ships started blowing up .,734911,1348,0,1
30762980_2,I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,572043,1354,0,1
30457462_2,HIV/AIDS is n't killing them off fast enough .,575397,1388,0,1
13503418_1,"Yes, before age of 10 i never saw an negro in real life , when i moved to Holland i was horrified by the amount of non-whites .",576356,1395,0,1
14030596_1,Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,584498,1387,0,1
13867383_1,"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",573582,1391,0,1
14675832_3,"If you look at an Alaskan malamute and a timber wolf that are two different species , they look a lot more alike than say a Congolese and a Swede .",576526,1371,0,1
13589608_2,Beautiful Sweden poisoned by Arab/Muslim trash .,586693,1393,0,1
31760414_1,"Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",633578,1363,0,1
13948582_2,50 shades of brown,579104,1388,0,1
13842819_1,"They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .",591048,1391,4,1
30560620_1,Love how the ape loses so starts going on about how he 's going to shoot him .,578431,1359,0,1
13616113_1,that prince who married that asian is a freak. imagine his half and half kids growing up and trying to marry into other royal families,573589,1393,0,1
13479258_2,Innocent whites including white children all murdered by heartless groid savages .,573455,1345,0,1
14033097_2,This land was founded by whites for whites and I prefer to punish the symptom of urban decay rather than just its zowg figurehead .,575458,1387,0,1
13385970_1,"http://news.bbc.co.uk/2/hi/africa/6217719.stm There you have it folks , Nigeria is acting like one big ghetto queen squeezing out more baby negroes for a bigger handout from the government .",572128,1345,0,1
13284493_1,She was probably the victim of a groid rage rape also .,572180,1345,0,1
14663016_2,Mexicans have plenty of open space in their countries to develop they do n't need ours .,572542,1371,2,1
13563834_1,The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .,580949,1347,0,1
30405447_2,Once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .,572107,1396,0,1
14018061_1,"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",579386,1388,0,1
14095559_2,"I do n't know if the person that said that ever leaves the house , but all I ever see are black guys and Mexicans everywhere .",598744,1381,1,1
13474668_1,"But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .",572224,1346,0,1
31330843_3,I 'd like to see Iran wipe Israel off the map .,582650,1346,0,1
30560311_1,Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,578431,1359,0,1
13859066_1,You got that right in one go.Lets hope he gets well soon and on his way home If you do n't have these apes in your great Country then count your blessings,572190,1391,0,1
13862051_1,"I registered to make comment but there appear to have a critical error , o dear .",592775,1391,0,1
12959694_1,"Yes, he has a red Firebird so the wigger 's parents thought he had promise just like all those fictional characters on t.v.",578336,1345,5,1
14409149_2,White town saved by the magic negroes of Afreakkaland .,580348,1375,0,1
13621261_7,May they be put away for good .,579371,1393,0,1
14106203_1,Someone Please Tell me what can be done or which people to tell that the Mexicans and or other hispanics here are undercutting price quotes on Good working People .,599920,1381,1,1
14664558_1,Something must be done to halt this terrible wave of immigrants entering Britain .,574356,1371,0,1
30837533_2,"God 's own divine intervention , aided by Jewish money swindled from the goyim .",572087,1346,0,1
14673273_1,"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",572225,1371,0,1
12874777_2,The non white homelands have so much trash and crime in them that non whites mainly choose to stay away .,577459,1347,0,1
13299159_2,I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,579220,1345,2,1
32833386_1,I can only pray this babboon mongoloid did n't have any children so his seed will not continue on on this Earth .,577714,1345,0,1
14412910_1,All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world,584738,1375,0,1
13856374_2,"YouTube - Brussels on 9/11 : For a free Europe , against Islamization",580976,1391,0,1
30565018_2,What makes it suck are the Jews that run it and the Blacks that play in it .,572842,1348,0,1
30424025_2,The have no concept of honour or of having respect for the feelings of others .,579858,1362,11,1
33045538_3,Apparently the Jews ca n't take it when the truth is spoken about them .,580141,1347,0,1
13165044_2,What typical brainwashed liberal lemming .,576954,1345,0,1
30653614_1,"Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .",579130,1346,0,1
30481076_1,He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,577981,1388,0,1
30582478_1,How much you want to bet it is n't a black male running this operation You can count on white people to be very innovative,575665,1359,4,1
14651426_4,"Elevating the negro to iconic status , is bad business .",574041,1371,0,1
14024252_1,Seeing the teams of white nations have black players in their ranks is a depressing site to see.They should be representing the best of our nations not the worst,577061,1387,0,1
14033722_3,We do not want `` assimilation '' .,572196,1387,0,1
14051885_2,They are supporting the destruction of their future generations .,577719,1383,5,1
14411259_1,Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .,587961,1375,0,1
13473247_2,"We all know that when their are too many ethnics , the neighbourhood soon turn 's into a slum .",583605,1346,0,1
30451625_5,Niggas do n't wait in no lines .,577167,1388,0,1
30777933_5,How can the Jews be the same as God 's people when they are tring to kill them ?,573685,1363,0,1
13481903_3,"Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?",576661,1346,0,1
14030456_1,We'll never give up ... The jews can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...,582828,1387,0,1
13293414_1,"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?",572180,1345,1,1
14673760_2,"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",573146,1371,0,1
30535761_1,You have to defend yourself with riots happening across the country and invaders flooding across our borders .,580712,1359,0,1
13586829_1,How on earth can they be Swedes when they are the result of race treason ?,581116,1393,0,1
13853553_2,Ireland does n't need arab scum like these .,592575,1391,0,1
14073987_1,One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!,574907,1383,0,1
30559248_1,No need to allow FACTS to get in the way of a good White guilt message ! ... and the jew laughs loudly !,572134,1354,0,1
14677826_4,Dumb ass that was just more Jew propaganda that shows their ( and ) your idiocy now go away with your bulls@ $ t,572816,1371,0,1
13843158_2,No white person should ever be compared to a black and other useless races .,590810,1391,0,1
30500254_12,I went outside and the niglet 's mom told me my daughter had hit her first .,575946,1362,0,1
30570257_1,Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them,574483,1354,0,1
14100224_3,Maybe spread some HATE and intolerance ?,585681,1381,0,1
14059957_1,"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .",576427,1383,0,1
12883092_2,"http://youtube.com/watch ? v = gdYJjU-Nx6E The maker of this video may be Jewish , not sure , he has a big kosher-lookin nose .",577821,1345,0,1
30641037_3,Many of them are doing just as their masters desire .,572480,1359,0,1
14039975_1,"Was walking through tooting broadway in SW London a couple of weeks ago .... was the only white dude around and all I could see was nigs and pakis walking down the street spitting , made me feel ill !",576641,1387,0,1
14653434_1,i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,572037,1371,0,1
12872101_1,And most people will laugh and shake their head at you when you tell them that Jews are a very dangerous group of people .,576121,1397,2,1
13501379_2,There are really few Jews and millions of those bastards on the body of our country .,586486,1395,0,1
14670038_1,I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,573247,1371,0,1
12842423_2,"It 's another way to destroy Hungarians on top of promoting * * * * * * music , race mixing and pornography .",572506,1397,0,1
13443527_2,This is ARKANSAS they have no right to smell up my place with their chinese restaurant BO ~ ▲ RESTORE ORDER ▲ ~,581855,1347,0,1
30770518_1,I bet you can see the Mexic-ants from space with the Google Earth. photo ants on picnic table CYF salt of the earth,575695,1346,0,1
13641495_1,"My wife 's favorite place in Ireland is in the Kingdom , Cloghane Village , and O' Connor 's pub. I hope that place has n't been invaded .",576653,1391,0,1
30641037_2,The jew is attempting to make the condemned beg for the noose .,572480,1359,0,1
13856778_2,"Its disgusting they these foreigners come over here , stamp their feet and jump above good Irish families and get what they want .",592674,1391,4,1
30500254_13,"My daughter said she had only touched the apeling 's back , not hit her .",575946,1362,0,1
13857875_1,Beware of the falling house prices that Negroes bring with them ( another reason why you 'll never find them living near politicans ) .,574905,1391,0,1
13291133_1,Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,573473,1345,0,1
14038566_4,"Thanks to the imported filth that , like our land under its current occupation .",596097,1387,0,1
14664974_2,"About the Chinese , those who remain in their own country are good , those who become illegal immigrants in white nations are bad .",614322,1371,0,1
13844825_1,"They do it because they know it pisses the whites off , by showing disrespect as such for other people shows they have no respect for themselves .",581500,1391,1,1
14671966_1,Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .,573247,1371,0,1
14109373_1,"I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .",600437,1381,1,1
13591809_3,So that excludes uneducated third worlders .,586267,1393,0,1
12901653_1,That or it might be that Blacks have smaller brains and an IQ 15-30 points lower than that of White people on average .,578119,1345,0,1
13286209_1,"Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?",576832,1345,0,1
13072439_1,"Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .",577562,1345,0,1
31712702_1,"The reason y i dropped out of school was because either , i drop out or i got kicked out. i always fought with the packi gang at my school. and i was never going to back down. in auto class i handed the n * igger a monkey wrench and told him the name suited him aswell. all the non-whites hated me because i wore a `` nazi punk '' and a `` white pride '' patch on my coat and backpack. a got in a fight with some black chick and i won. the next day her butchy sister caught up with me in the hall way and said that after school her and i where gonna fight. i told her `` no if u wanna fight , we 're gonna fight right here right now. not after school where u can gather the rest of u monkies up so it 's an uneven fight '' . she huffed and stormed away. - we neevr did get to fight the last straw was the first day of school i had a forgein substitute teacher. so i was talkin and and this guy was on my case about turning around and getting my work done. he had to ask me this a few times and then finially i stood up and said , `` look , i 'm white ur black , i should be telling u whut to do ! '' ohhh man , my guidance conslour did n't like that nor did my principal .... ( this was n't at school this happened a month or so ago but these people went to my school ) i had a n * igger try to rob me at knife point in the forest while his gf sat back and watched. my friend came by and jumped him and i personally went after the chick. she ran and i caught up to her and smashed her head into a tree. thats only some of my stories ....... i got a few more but i dont have the time",629220,1363,0,1
33045544_2,The link in my sig lne `` Christian Identity and Identifying the jew '' explains this,573473,1347,0,1
13455369_2,WE CRIPPIN NIGGA .,582378,1347,6,1
12849464_3,"I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .",575975,1346,1,1
30439769_3,It 's just the way they are .,573224,1362,0,1
13857116_1,This filth is a sectarian British song not an Irish folk song the sort of scum who wrote and admire this filth have no place on a WN forum yet alone an Irish forum,586778,1391,1,1
14077746_1,everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .,575384,1383,0,1
30436626_4,They bred with inferiors creating these mongrels,575397,1388,0,1
13462083_1,The islamic disease is even more dangerous than the more obvious black or yellow disease .,573169,1346,0,1
13843470_2,So why are n't you complaining about the other mud races ?,572109,1391,0,1
14677898_3,"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",572043,1371,0,1
14033722_2,When the populations are not seperated racial mixing occurs and that is genocide .,572196,1387,0,1
14675480_3,"Anyways , smearing a single DNA stem with black DNA is horrible .",575539,1371,0,1
13439833_2,It 's a symbol demonstrating a lack of oxygen to the head of all its members .,576386,1347,0,1
31754206_1,ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` Maggie dont talk to her '',747832,1363,0,1
14652674_1,"Indeed, now they just need to feed themselves , educate themselves , police themselves ad nauseum ......",572337,1371,0,1
14668582_1,"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .",572043,1371,0,1
13458990_1,The kind of savagery against females that has become expected from negroids in todays society ...,573278,1347,0,1
30603583_3,He got what he deserved .,578431,1359,0,1
12854968_2,My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,575569,1346,0,1
14029108_3,These ' people ' are just scum .,586260,1387,2,1
14025658_1,The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,576882,1387,0,1
14670637_1,So you use the jew run media brainwashing service to give credit to soo few black people ?,572073,1371,0,1
14416429_3,Let the non-whites pollute their bodies with that garbage .,577339,1375,0,1
13458375_3,Send them all to Afreaka And sink the farkin boat !,579408,1347,0,1
13594099_1,hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,590112,1393,0,1
13867434_1,"Well atleast the guy was 64 years old , hopefully he 's too old to bear any half caste children with that Filipina woman .",572475,1391,6,1
13867457_2,"When I hear the term `` American '' , I think of yahoos who are every color of the rainbow and who start wars in the Middle East for Israel 's benefit .",579436,1391,0,1
30451625_6,And it stunk like refer and black sweat .,577167,1388,0,1
13481772_2,"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .",577495,1345,0,1
14034954_1,London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,572285,1387,0,1
31755241_1,if he 's a coke addict - try to find out where he gets the coke from and rat him out .... you will be a hero and can have your own party while all the nigs are behind bars,573774,1363,0,1
13849898_1,how the hell are they going to integrate into Irish society ? They come from a dirt poor medieval country and have spent the last 3 years living in a refugee camp.what skills are they going to bring here ?,591076,1391,0,1
14650949_2,"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",574041,1371,0,1
13474456_1,"zpridez NO big deal , I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .",576695,1346,0,1
14673760_1,"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .",573146,1371,0,1
13450842_2,Our enemies have used RACE against us and are currently trying to destroy our RACE through a variety of different means .,579071,1347,3,1
13586829_2,They are anything but Swedes and to be honest it is good to get rid of them .,581116,1393,2,1
13460337_1,"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",572059,1347,0,1
13853553_1,Hopefully they will get deportation orders and be on the next flight back to Cairo .,592575,1391,0,1
14023644_1,"It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .",572921,1387,0,1
13843768_1,and i bet not a single one was a dirty African.they will be well taken care of on welfare payments.just like the old days the Irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of Ireland WAKE UP !,591076,1391,0,1
30680055_3,Hell to have a teacher like this .,603683,1362,5,1
30500254_11,One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,575946,1362,0,1
30645469_1,"Yeah, but back in the day there were n't that many millions nigs and wetbacks .",572445,1359,0,1
12883092_1,"Yeah, if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings .",577821,1345,0,1
30392062_1,White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,735389,1362,0,1
13485620_3,They act quite civilized in the video but i suppose they went on a mugging spree after .,576182,1395,0,1
30585975_1,"yeah, maybe if you are Jewish They just warm up the old money printing press when they might feel like they are getting low .",572116,1362,0,1
31742023_1,I see so many BM/WF around my city its not even funny .,577415,1363,0,1
13501379_1,I think there is more threat from Russians than from Jews .,586486,1395,0,1
